1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,2.048000000000000000e+03,4.096000000000000000e+03,8.192000000000000000e+03,1.638400000000000000e+04
4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+02,6.250000000000000000e+02,3.125000000000000000e+03,1.562500000000000000e+04,7.812500000000000000e+04,3.906250000000000000e+05,1.953125000000000000e+06,9.765625000000000000e+06,4.882812500000000000e+07,2.441406250000000000e+08,1.220703125000000000e+09,6.103515625000000000e+09
8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03
1.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,2.700000000000000000e+01,8.100000000000000000e+01,2.430000000000000000e+02,7.290000000000000000e+02,2.187000000000000000e+03,6.561000000000000000e+03,1.968300000000000000e+04,5.904900000000000000e+04,1.771470000000000000e+05,5.314410000000000000e+05,1.594323000000000000e+06,4.782969000000000000e+06
7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08
9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08
3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08
5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03,3.792000000000000000e+03
1.000000000000000000e+00,6.000000000000000000e+00,3.600000000000000000e+01,2.160000000000000000e+02,1.296000000000000000e+03,7.776000000000000000e+03,4.665600000000000000e+04,2.799360000000000000e+05,1.679616000000000000e+06,1.007769600000000000e+07,6.046617600000000000e+07,3.627970560000000000e+08,2.176782336000000000e+09,1.306069401600000000e+10,7.836416409600000000e+10
3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03,3.594000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08
3.594000000000000000e+03,3.792000000000000000e+03,5.673000000000000000e+03,3.828000000000000000e+03,9.068000000000000000e+03,8.133000000000000000e+03,7.184000000000000000e+03,3.642000000000000000e+03,8.654000000000000000e+03,4.850000000000000000e+02,9.126000000000000000e+03,6.828000000000000000e+03,3.620000000000000000e+02,4.757000000000000000e+03,7.540000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,2.048000000000000000e+03,4.096000000000000000e+03,8.192000000000000000e+03,1.638400000000000000e+04
